ID,Session_Type,Ref_Contrast,Orientation,Ocularity,Condition,Trial_Count,Mean_Log10_AR,Geometric_Mean_AR,Participant_Aggregation,Session_Timestamp,Session_Dir,Source_CSV
3,experiment,0.1,0.0,monocular,Dual plane,5,-0.8604636849135454,0.13789112507444845,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.1,0.0,monocular,Dual plane flat,5,-0.9363862608362261,0.11577471995559417,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.1,0.0,monocular,Single plane,5,-0.558836681279465,0.2761616181241382,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.1,0.0,monocular,Single plane + defocus simulation,5,-0.8722770710616313,0.1341908577562586,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,binocular,Dual plane,5,-0.7721716900916002,0.16897727799416024,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,binocular,Dual plane flat,5,-0.6754554663235257,0.21112736801582976,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,binocular,Single plane,5,-0.5395015535797516,0.28873434504222756,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,binocular,Single plane + defocus simulation,5,-0.6229039271362046,0.2382846534704533,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,monocular,Dual plane,5,-0.7214870696513631,0.1898947379053027,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,monocular,Dual plane flat,5,-0.6994170540040281,0.1997942319436141,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,monocular,Single plane,5,-0.5870175027280392,0.25881086083386695,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
3,experiment,0.2,0.0,monocular,Single plane + defocus simulation,5,-0.6855405451202647,0.2062811077188274,mean_of_log10_trials,20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\3_20260730_164234\contrast_matching.csv
4,experiment,0.1,0.0,binocular,Dual plane,5,-0.886097684031523,0.1299877169243938,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
4,experiment,0.1,0.0,binocular,Dual plane flat,5,-0.7909428653630984,0.16182929219892467,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
4,experiment,0.1,0.0,binocular,Single plane,5,-0.4455300565750269,0.35848413751177877,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
4,experiment,0.1,0.0,binocular,Single plane + defocus simulation,5,-0.7628645546620739,0.172637622061602,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
4,experiment,0.1,0.0,monocular,Dual plane,5,-0.8158709534598785,0.15280200276366662,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
4,experiment,0.1,0.0,monocular,Dual plane flat,5,-0.8664954631322116,0.13598923693587794,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
4,experiment,0.1,0.0,monocular,Single plane,5,-0.48795490392954893,0.3251210554031858,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
4,experiment,0.1,0.0,monocular,Single plane + defocus simulation,5,-0.8085237476089576,0.15540903094063283,mean_of_log10_trials,20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449,C:\Users\Hamada.MSI\Desktop\Hamada\lab\results\tables\main-experiment-matching\experiment\4_20260818_132449\contrast_matching.csv
