Y,pxR,pxG,pxB
1.626862170087976622e+01,3.875048171714506884e-01,4.269119141723282662e-01,4.805982658290094967e-01
1.632756598240469259e+01,3.880015445560480725e-01,4.275659698794366803e-01,4.813474256407744845e-01
1.638651026392961896e+01,3.884982719406454010e-01,4.282200255865451499e-01,4.820965854525395278e-01
1.644545454545454533e+01,3.889949993252427851e-01,4.288740812936535640e-01,4.828457452643045711e-01
1.650439882697947169e+01,3.894917267098401692e-01,4.295281370007619781e-01,4.835949050760696144e-01
1.656334310850439806e+01,3.899884540944375533e-01,4.301821927078704477e-01,4.843440648878346577e-01
1.662228739002932443e+01,3.904851814790348818e-01,4.308362484149788618e-01,4.850932246995997010e-01
1.668123167155425079e+01,3.909819088636322659e-01,4.314903041220873314e-01,4.858423845113647443e-01
1.674017595307918072e+01,3.914786362482296500e-01,4.321443598291958010e-01,4.865915443231297877e-01
1.679912023460410708e+01,3.919753636328270341e-01,4.327984155363042151e-01,4.873407041348948310e-01
1.685806451612903345e+01,3.924720910174244182e-01,4.334524712434126847e-01,4.880898639466598743e-01
1.691700879765395982e+01,3.929688184020218022e-01,4.341065269505210988e-01,4.888390237584249176e-01
1.697595307917888618e+01,3.934655457866191308e-01,4.347605826576295684e-01,4.895881835701899609e-01
